customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dob
C-006330,Dacian Dochioiu,valter54@example.org,0760 866 019,VL,Valcea,Dragasani,910307,0.406,0.489,0.407,0.384,0.375,1991-05-20
C-006331,Antim Diaconescu,nitaada@example.net,0244 074 525,IS,Iasi,Iasi,586707,0.477,0.401,0.371,0.34,0.416,1965-05-24
C-006332,Dorina Tomescu,antimpuscasu@example.com,0760 110 803,VN,Vrancea,Focsani,332048,0.389,0.414,0.352,0.374,0.479,1945-09-13
C-006333,Dora Mazilescu,marianacristea@example.org,0786 787 037,BZB,Bucuresti,Sector 2,524151,0.578,0.363,0.208,0.324,0.333,1951-10-19
C-006334,Dimitrina Cristea,oionita@example.org,0739 710 036,PH,Prahova,Campina,109577,0.555,0.419,0.303,0.344,0.368,2000-06-01
C-006335,Cătălin Aanei,letitia28@example.net,0732 798 815,HR,Harghita,Miercurea Ciuc,200635,0.337,0.653,0.316,0.466,0.498,1984-06-07
C-006336,Steluța Niță,nistorpatricia@example.net,0762 599 152,BZB,Bucuresti,Sector 3,968329,0.652,0.363,0.195,0.371,0.347,1995-12-06
C-006337,Ioanina Popa,aureliansuciu@example.org,0243 615 364,BV,Brasov,Sacele,881854,0.308,0.536,0.354,0.496,0.504,1963-08-29
C-006338,Carmina Nemeș,enealbert@example.org,0261 004 520,BZ,Buzau,Ramnicul Sarat,476825,0.449,0.367,0.343,0.398,0.346,1980-07-13
C-006339,Laurenția Manole,tabacuiulia@example.net,0747 883 114,HR,Harghita,Odorheiu Secuiesc,227823,0.333,0.584,0.355,0.46,0.393,1984-12-30
C-006340,Jeana Preda,gabriel68@example.com,0263 412 191,BC,Bacau,Bacau,762641,0.512,0.452,0.418,0.405,0.348,1977-07-21
C-006341,Adelin Dinu,tomaclaudiu@example.com,0746 942 603,BV,Brasov,Fagaras,459671,0.339,0.526,0.301,0.535,0.441,1954-12-20
C-006342,Aglaia Eftimie,kababei@example.net,0244 542 594,BH,Bihor,Oradea,245052,0.449,0.365,0.373,0.448,0.342,1992-05-03
C-006343,Grațian Florea,gstancu@example.org,0248 105 970,CS,Caras-Severin,Resita,289119,0.163,0.333,0.176,0.202,0.208,2005-12-16
C-006344,Irina Voinea,suzanagheorghiu@example.org,0738 360 256,BT,Botosani,Botosani,935100,0.397,0.51,0.339,0.371,0.383,1978-01-10
C-006345,Ioana Dobre,cdiaconu@example.org,0251 320 955,CT,Constanta,Constanta,763017,0.373,0.234,0.643,0.513,0.31,2004-11-16
C-006346,Adela Tabacu,gheorghiugabi@example.com,0736 886 914,TM,Timis,Lugoj,969424,0.469,0.424,0.27,0.387,0.298,1982-02-19
C-006347,Liliana Ababei,aurelian56@example.net,0743 300 903,IS,Iasi,Pascani,806049,0.512,0.424,0.324,0.377,0.363,1979-04-09
C-006348,Severina Tomescu,normanoprea@example.com,0240 342 823,MS,Mures,Reghin,430227,0.304,0.509,0.278,0.425,0.387,1957-10-26
C-006349,Nidia Florea,georgescumaria@example.org,0269 272 051,PH,Prahova,Sinaia,325983,0.541,0.386,0.293,0.356,0.388,1994-10-05
C-006350,Petrișor Mazilescu,augustinaionescu@example.net,0244 611 128,HD,Hunedoara,Hunedoara,412478,0.361,0.514,0.347,0.449,0.442,1962-01-24
C-006351,Semenica Nistor,suciujeana@example.org,0260 268 625,MS,Mures,Reghin,320809,0.344,0.489,0.301,0.43,0.381,1950-10-09
C-006352,Dumitru Popa,popanichifor@example.net,0711 055 590,BZB,Bucuresti,Sector 4,159820,0.755,0.354,0.202,0.368,0.301,2003-10-31
C-006353,Vladimir Pușcașu,diaconescualbert@example.org,0264 469 430,MS,Mures,Reghin,463770,0.305,0.51,0.329,0.449,0.356,2006-12-15
C-006354,Otilia Suciu,stomescu@example.org,0236 976 812,VL,Valcea,Dragasani,230579,0.367,0.368,0.368,0.324,0.43,1976-07-30
C-006355,Casandra Tomescu,dinunicu@example.net,0742 519 062,BZB,Bucuresti,Sector 4,163146,0.664,0.371,0.22,0.334,0.312,1985-12-13
C-006356,Rodica Dinu,mocanuconstanta@example.org,0255 065 712,SJ,Salaj,Zalau,883452,0.386,0.401,0.318,0.404,0.362,1982-10-13
C-006357,Tudosia Eftimie,tudorion@example.net,0232 801 360,CL,Calarasi,Oltenita,686984,0.359,0.315,0.426,0.38,0.366,2000-06-06
C-006358,Maximilian Ionescu,tgeorgescu@example.org,0245 425 482,TM,Timis,Sannicolau Mare,885667,0.5,0.455,0.289,0.451,0.341,1975-07-23
C-006359,Martin Stănescu,sababei@example.com,0751 692 296,NT,Neamt,Piatra Neamt,544400,0.42,0.455,0.343,0.483,0.443,1955-04-30
C-006360,Maxim Ioniță,btoma@example.com,0730 217 699,NT,Neamt,Roman,209435,0.414,0.567,0.405,0.391,0.466,1991-12-29
C-006361,Sever Ardelean,franciscalbu@example.com,0264 319 740,CT,Constanta,Medgidia,627484,0.427,0.26,0.587,0.617,0.353,1971-06-10
C-006362,Toma Tabacu,arianpopa@example.org,0235 974 073,IF,Ilfov,Voluntari,395493,0.42,0.344,0.367,0.428,0.351,1960-12-26
C-006363,Livia Manole,ababeipetronela@example.org,0744 331 868,BV,Brasov,Brasov,346122,0.31,0.649,0.33,0.457,0.434,2002-01-06
C-006364,Nicu Pușcașu,axintegeorgescu@example.net,0785 936 663,BZB,Bucuresti,Sector 4,899909,0.729,0.308,0.204,0.354,0.35,1984-05-23
C-006365,Liviu Stoica,albupompilia@example.org,0757 073 218,SV,Suceava,Suceava,868603,0.344,0.569,0.314,0.442,0.442,1984-12-01
C-006366,Eftimia Gheorghiu,tabacumarta@example.net,0256 486 071,SB,Sibiu,Sibiu,273113,0.322,0.479,0.282,0.365,0.484,1975-08-18
C-006367,Safta Ionescu,alexpopescu@example.net,0734 568 680,DJ,Dolj,Bailesti,785285,0.385,0.298,0.365,0.33,0.317,1964-09-29
C-006368,Gelu Stoica,ardeleanariana@example.net,0254 885 978,BZ,Buzau,Buzau,623599,0.415,0.39,0.322,0.348,0.339,1976-01-17
C-006369,Nicoară Cristea,tabacuemanoil@example.org,0245 705 946,TM,Timis,Sannicolau Mare,417638,0.523,0.358,0.255,0.378,0.39,1970-04-20
C-006370,Despina Georgescu,dstanescu@example.net,0742 389 269,PH,Prahova,Campina,795230,0.535,0.362,0.274,0.402,0.407,1962-11-01
C-006371,Ludovica Tudor,mocanucostache@example.net,0728 540 054,GR,Giurgiu,Giurgiu,900139,0.364,0.348,0.504,0.422,0.36,1967-02-24
C-006372,Ancuța Ioniță,diaconescuioan@example.net,0735 316 651,TM,Timis,Lugoj,970299,0.453,0.46,0.311,0.357,0.328,1982-09-06
C-006373,Anamaria Dumitrescu,voicu40@example.org,0744 816 878,BH,Bihor,Alesd,921085,0.368,0.404,0.358,0.421,0.322,1988-02-22
C-006374,Lidia Dochioiu,gabriela10@example.org,0258 858 947,CT,Constanta,Constanta,649727,0.364,0.231,0.597,0.681,0.32,1953-07-02
C-006375,Speranța Mocanu,manolestana@example.org,0243 983 623,MM,Maramures,Baia Mare,364142,0.328,0.614,0.368,0.372,0.369,2006-11-01
C-006376,Jan Cristea,tdinu@example.com,0232 761 242,GJ,Gorj,Motru,800023,0.336,0.43,0.367,0.395,0.4,1948-02-08
C-006377,Mirela Barbu,nelustan@example.net,0247 072 799,PH,Prahova,Campina,269601,0.509,0.393,0.267,0.394,0.42,1987-01-19
C-006378,Mugur Tabacu,sandaardelean@example.org,0736 898 926,MM,Maramures,Baia Mare,546450,0.277,0.512,0.394,0.415,0.402,1973-07-19
C-006379,Nechifor Ene,cristobal40@example.net,0721 656 002,PH,Prahova,Ploiesti,239155,0.477,0.355,0.305,0.381,0.382,2003-09-27
C-006380,Nicu Marin,oababei@example.com,0745 355 341,BZ,Buzau,Buzau,280489,0.357,0.376,0.391,0.377,0.351,1977-01-04
C-006381,Blanduzia Popa,fpuscasu@example.com,0753 993 689,CT,Constanta,Medgidia,989473,0.452,0.251,0.688,0.56,0.376,1953-02-12
C-006382,Iris Albu,tpuscasu@example.com,0738 347 774,GL,Galati,Galati,268187,0.46,0.387,0.504,0.404,0.33,1951-10-29
C-006383,Rica Niță,tomaflorea@example.com,0730 419 012,CJ,Cluj,Turda,183446,0.498,0.431,0.288,0.369,0.362,1982-05-10
C-006384,Ina Stănescu,ionitadana@example.net,0263 207 480,GL,Galati,Tecuci,593178,0.436,0.377,0.474,0.405,0.338,1949-05-01
C-006385,Venera Suciu,ddobre@example.com,0785 522 719,SM,Satu Mare,Carei,457241,0.427,0.452,0.329,0.381,0.299,1954-02-03
C-006386,Simion Stancu,popirina@example.org,0721 096 708,BZB,Bucuresti,Sector 5,990250,0.575,0.276,0.198,0.394,0.389,1960-09-30
C-006387,Ilie Pușcașu,baanei@example.net,0751 338 287,MH,Mehedinti,Drobeta-Turnu Severin,952299,0.191,0.162,0.298,0.234,0.165,1979-04-15
C-006388,Corvin Dinu,marineduard@example.net,0732 815 136,IS,Iasi,Iasi,692521,0.484,0.411,0.343,0.405,0.344,1985-03-31
C-006389,Gicu Popescu,ababeialexandra@example.org,0256 977 043,DJ,Dolj,Craiova,648249,0.48,0.395,0.355,0.386,0.365,1949-03-28
C-006390,Pompilia Mazilescu,avramnistor@example.org,0748 883 289,SV,Suceava,Suceava,605341,0.362,0.506,0.382,0.417,0.396,1986-03-01
C-006391,Domnica Albu,raducumanole@example.com,0739 981 118,CT,Constanta,Mangalia,574417,0.368,0.22,0.546,0.537,0.369,1945-08-18
C-006392,Aurelian Niță,stanparaschiva@example.net,0721 911 281,OT,Olt,Slatina,914324,0.458,0.319,0.388,0.365,0.401,1965-01-26
C-006393,Daiana Gheorghiu,stancuiosif@example.org,0243 154 033,BT,Botosani,Botosani,453587,0.447,0.451,0.407,0.381,0.452,1967-11-02
C-006394,Niculiță Ardelean,popamanda@example.com,0786 309 627,DB,Dambovita,Gaesti,424310,0.433,0.353,0.419,0.379,0.409,1975-02-03
C-006395,Lucrețiu Nistor,apuscasu@example.net,0255 017 762,MM,Maramures,Sighetu Marmatiei,480720,0.296,0.54,0.311,0.4,0.451,1972-04-16
C-006396,Răducu Voinea,viorelatabacu@example.org,0736 745 379,VL,Valcea,Ramnicu Valcea,122984,0.383,0.472,0.373,0.313,0.344,1969-12-17
C-006397,Romulus Nistor,zdobre@example.net,0237 692 804,TM,Timis,Timisoara,431092,0.507,0.422,0.237,0.432,0.378,1952-10-03
C-006398,Romeo Toma,visarionstan@example.net,0734 303 350,CJ,Cluj,Dej,658322,0.444,0.405,0.289,0.426,0.326,1946-07-17
C-006399,Costache Nemeș,antonela02@example.net,0786 503 847,CS,Caras-Severin,Resita,226906,0.141,0.326,0.185,0.192,0.254,1997-08-10
C-006400,Agata Nistor,ntomescu@example.com,0254 173 672,BZB,Bucuresti,Sector 4,366225,0.763,0.347,0.227,0.36,0.349,1961-08-20
C-006401,Bianca Voinea,ababeisabrina@example.com,0764 975 130,TR,Teleorman,Turnu Magurele,976520,0.454,0.372,0.425,0.388,0.352,1952-02-09
C-006402,Alberta Popescu,ababeivasilica@example.org,0767 348 110,CL,Calarasi,Oltenita,548446,0.425,0.341,0.407,0.384,0.318,1996-08-08
C-006403,Amanda Dima,zdobre@example.com,0722 772 619,VL,Valcea,Dragasani,319773,0.393,0.46,0.391,0.321,0.37,1966-05-05
C-006404,Marinela Nemeș,dobremarioara@example.org,0763 858 243,BC,Bacau,Onesti,481733,0.414,0.395,0.4,0.448,0.459,1964-12-21
C-006405,Fabiana Pușcașu,predagianina@example.com,0767 236 239,MM,Maramures,Baia Mare,283937,0.361,0.52,0.304,0.431,0.484,1950-04-18
C-006406,Demetra Florea,adamdinu@example.com,0747 552 568,VN,Vrancea,Adjud,960479,0.415,0.411,0.401,0.356,0.444,1975-01-17
C-006407,Ionel Stan,nistortiberia@example.org,0763 729 898,PH,Prahova,Campina,513678,0.482,0.394,0.277,0.341,0.421,1954-09-12
C-006408,Teodora Ioniță,floreamarcela@example.net,0252 829 127,GL,Galati,Tecuci,758043,0.373,0.362,0.481,0.395,0.342,1950-05-17
C-006409,Pamela Ene,tomalarisa@example.net,0761 800 684,IS,Iasi,Iasi,100336,0.529,0.346,0.35,0.345,0.4,1949-10-02
C-006410,Carol Albu,tomaarsenie@example.net,0238 221 258,BC,Bacau,Bacau,524168,0.449,0.445,0.372,0.4,0.359,2005-02-05
C-006411,Florian Dinu,puscasurares@example.com,0758 489 369,SB,Sibiu,Medias,630717,0.34,0.508,0.283,0.468,0.392,2007-05-25
C-006412,Elisaveta Dobre,antoniestoica@example.org,0257 578 137,BV,Brasov,Brasov,747283,0.307,0.589,0.345,0.511,0.484,1992-02-04
C-006413,Iolanda Diaconescu,antonelamanole@example.com,0232 995 210,CV,Covasna,Sfantu Gheorghe,112049,0.278,0.628,0.368,0.457,0.488,1996-02-26
C-006414,Antoniu Aanei,valentinstanescu@example.net,0250 611 044,AR,Arad,Arad,507422,0.343,0.369,0.333,0.414,0.309,1994-04-17
C-006415,Axinte Tudor,ionescupaula@example.com,0255 405 013,SB,Sibiu,Sibiu,686473,0.315,0.483,0.351,0.462,0.403,2000-02-21
C-006416,Ghenadie Diaconescu,rionita@example.net,0766 754 523,DJ,Dolj,Craiova,804379,0.48,0.391,0.329,0.407,0.355,1966-03-09
C-006417,Horațiu Suciu,ldima@example.com,0765 055 241,IS,Iasi,Iasi,443757,0.539,0.381,0.277,0.406,0.412,1951-06-09
C-006418,Ilarie Popescu,manolefloriana@example.org,0725 922 934,BV,Brasov,Brasov,202478,0.327,0.616,0.335,0.493,0.401,1972-07-14
C-006419,Giorgiana Suciu,xdobre@example.net,0267 835 459,AB,Alba,Aiud,718107,0.337,0.554,0.309,0.475,0.392,1984-12-30
C-006420,Daniel Dochioiu,leontina48@example.net,0766 500 230,BZB,Bucuresti,Sector 1,542789,0.67,0.303,0.193,0.349,0.314,1986-02-10
C-006421,Geanina Suciu,david82@example.net,0768 619 828,HR,Harghita,Miercurea Ciuc,314751,0.305,0.636,0.372,0.503,0.393,1966-12-25
C-006422,Niculina Albu,elisabeta09@example.net,0269 341 023,VL,Valcea,Dragasani,109243,0.381,0.372,0.428,0.33,0.351,1993-07-22
C-006423,Denisa Tudor,ardeleanclaudiu@example.org,0261 263 398,CT,Constanta,Medgidia,615129,0.426,0.26,0.666,0.638,0.376,1982-04-08
C-006424,Iacob Ioniță,bnistor@example.com,0748 673 481,MH,Mehedinti,Drobeta-Turnu Severin,985435,0.194,0.155,0.311,0.227,0.193,2003-11-03
C-006425,Maricica Stoica,dochioiucodrina@example.org,0711 043 605,SB,Sibiu,Medias,481017,0.294,0.58,0.312,0.488,0.427,1973-03-26
C-006426,Nicoleta Florea,romanita44@example.net,0731 694 421,BC,Bacau,Bacau,948258,0.469,0.403,0.418,0.447,0.376,1993-05-20
C-006427,Alice Nistor,naanei@example.net,0723 053 032,OT,Olt,Caracal,742582,0.423,0.397,0.336,0.377,0.368,1972-07-29
C-006428,Svetlana Diaconescu,gpop@example.org,0262 044 646,BT,Botosani,Dorohoi,937657,0.364,0.417,0.366,0.357,0.455,1960-04-05
C-006429,Evelina Pușcașu,amaliabarbu@example.com,0734 497 905,HD,Hunedoara,Deva,707582,0.319,0.631,0.324,0.418,0.395,1987-11-01
C-006430,Timotei Ene,stancuardelean@example.com,0264 163 189,AR,Arad,Lipova,254695,0.435,0.422,0.32,0.455,0.367,1993-05-29
C-006431,Costache Mazilescu,aaneilelia@example.net,0729 921 539,BN,Bistrita-Nasaud,Nasaud,317967,0.168,0.267,0.153,0.257,0.199,1989-03-23
C-006432,Alida Manole,nistorvalentina@example.com,0736 481 798,TM,Timis,Timisoara,420233,0.603,0.443,0.235,0.441,0.319,1992-12-10
C-006433,Laura Voinea,albughenadie@example.net,0260 758 130,BZB,Bucuresti,Sector 4,966513,0.592,0.316,0.208,0.362,0.399,1991-08-28
C-006434,Eufrosina Cristea,nababei@example.net,0737 449 571,VS,Vaslui,Husi,784583,0.421,0.365,0.332,0.355,0.345,1981-05-15
C-006435,Lelia Georgescu,ardeleancosmina@example.net,0233 616 918,VL,Valcea,Ramnicu Valcea,135090,0.353,0.474,0.36,0.321,0.384,1996-09-07
C-006436,Lidia Nistor,ardeleanleontina@example.com,0233 769 670,TM,Timis,Timisoara,978717,0.526,0.41,0.26,0.401,0.373,1957-04-14
C-006437,Irinel Tabacu,dimamaria@example.org,0753 732 685,IF,Ilfov,Chitila,423658,0.483,0.342,0.349,0.328,0.304,1993-03-18
C-006438,Ivan Barbu,mazilescuviorica@example.org,0757 941 686,IS,Iasi,Pascani,489560,0.564,0.42,0.365,0.33,0.399,1998-12-20
C-006439,Cătălina Preda,mihaildima@example.net,0786 676 787,DB,Dambovita,Gaesti,728317,0.403,0.379,0.37,0.342,0.323,1986-03-20
C-006440,Silvana Ioniță,cristealiana@example.net,0732 691 153,GR,Giurgiu,Giurgiu,374421,0.45,0.33,0.446,0.366,0.329,1964-04-27
C-006441,Teofil Manole,ionitacristobal@example.com,0727 969 697,AR,Arad,Lipova,916815,0.432,0.365,0.306,0.366,0.343,1972-08-31
C-006442,Robert Stoica,ardeleanmarcela@example.net,0252 816 041,MM,Maramures,Baia Mare,681091,0.333,0.478,0.345,0.435,0.375,1996-08-22
C-006443,Gabriel Stănescu,noemi04@example.net,0754 038 341,CT,Constanta,Constanta,711178,0.379,0.243,0.569,0.609,0.4,1944-11-16
C-006444,Caterina Diaconescu,mocanuina@example.com,0731 701 830,DB,Dambovita,Gaesti,393891,0.386,0.356,0.372,0.424,0.391,1991-06-16
C-006445,Grațian Ioniță,gababei@example.org,0731 456 094,SM,Satu Mare,Satu Mare,476090,0.445,0.395,0.282,0.393,0.311,2007-04-25
C-006446,Florentina Ababei,dumitrescuana@example.org,0246 393 540,TM,Timis,Sannicolau Mare,311394,0.584,0.417,0.254,0.449,0.389,1961-06-20
C-006447,Cristofor Cristea,dumitrescuvladimir@example.com,0262 727 812,BV,Brasov,Sacele,559144,0.344,0.668,0.325,0.536,0.389,1998-11-19
C-006448,Panagachie Nemeș,sanduene@example.com,0240 549 606,BZB,Bucuresti,Sector 3,151114,0.736,0.279,0.209,0.354,0.345,1974-03-07
C-006449,Cristea Niță,natalia71@example.org,0264 346 834,CJ,Cluj,Turda,714248,0.472,0.458,0.281,0.354,0.38,1980-07-17
C-006450,Ramona Stănescu,gmarin@example.net,0761 798 005,VL,Valcea,Ramnicu Valcea,990164,0.434,0.373,0.32,0.336,0.347,2002-01-02
C-006451,Floare Niță,opopa@example.org,0769 063 017,HR,Harghita,Miercurea Ciuc,846411,0.285,0.52,0.331,0.47,0.423,2001-08-19
C-006452,Corina Albu,nmarin@example.org,0756 833 285,IF,Ilfov,Chitila,401502,0.508,0.382,0.334,0.37,0.388,1987-03-06
C-006453,Matei Ene,geaninadiaconu@example.org,0772 106 515,BC,Bacau,Onesti,285000,0.436,0.37,0.412,0.455,0.434,1989-03-12
C-006454,Lioara Preda,dobredorian@example.com,0249 936 588,AB,Alba,Sebes,109516,0.297,0.627,0.335,0.408,0.387,1960-04-19
C-006455,Robert Tabacu,astrid52@example.org,0735 488 252,CT,Constanta,Mangalia,622883,0.425,0.285,0.656,0.617,0.306,1970-07-20
C-006456,Petre Barbu,predasinica@example.com,0241 586 940,GR,Giurgiu,Giurgiu,295605,0.397,0.381,0.572,0.38,0.333,1986-05-26
C-006457,Iacob Pop,puscasunarcisa@example.org,0711 917 807,MM,Maramures,Baia Mare,936122,0.284,0.547,0.391,0.429,0.484,2005-03-29
C-006458,Benone Diaconescu,gratianmazilescu@example.net,0759 061 870,BV,Brasov,Fagaras,220499,0.29,0.677,0.358,0.456,0.506,1946-07-17
C-006459,Liliana Nistor,bartolomeudinu@example.org,0231 163 576,SB,Sibiu,Sibiu,287938,0.363,0.565,0.328,0.443,0.374,1985-09-21
C-006460,Maricica Nistor,silviaoprea@example.org,0730 598 568,OT,Olt,Slatina,246786,0.404,0.299,0.408,0.41,0.354,1963-01-23
C-006461,Daniela Dobre,predatoma@example.com,0256 541 430,MM,Maramures,Baia Mare,537556,0.371,0.599,0.303,0.365,0.477,1951-02-17
C-006462,Ina Nistor,zene@example.org,0249 515 310,IS,Iasi,Pascani,728345,0.504,0.412,0.359,0.391,0.377,1992-12-31
C-006463,Tudor Ene,stanalice@example.com,0760 310 025,OT,Olt,Slatina,349835,0.438,0.377,0.37,0.368,0.349,1986-03-06
C-006464,Raluca Oprea,ionutpopa@example.com,0711 171 359,GL,Galati,Tecuci,579782,0.462,0.334,0.497,0.421,0.39,1966-07-29
C-006465,Timotei Preda,leliastanescu@example.net,0243 728 471,MS,Mures,Sighisoara,805585,0.313,0.456,0.275,0.42,0.447,1954-06-24
C-006466,Dina Tabacu,fdinu@example.org,0268 198 783,CT,Constanta,Medgidia,794170,0.426,0.252,0.537,0.531,0.395,1999-12-27
C-006467,Marcela Eftimie,nitaionela@example.com,0720 976 135,BH,Bihor,Salonta,675310,0.431,0.44,0.35,0.457,0.338,1968-01-07
C-006468,Eva Aanei,dimapetrica@example.net,0771 177 001,CJ,Cluj,Dej,202152,0.426,0.39,0.293,0.372,0.405,2000-01-06
C-006469,Iustinian Albu,xmazilescu@example.net,0762 172 948,TM,Timis,Timisoara,135156,0.548,0.442,0.309,0.383,0.309,1981-12-09
C-006470,Luana Diaconu,stoicaminodora@example.net,0771 835 405,GL,Galati,Tecuci,617353,0.366,0.338,0.499,0.419,0.347,1954-02-05
C-006471,Timotei Nistor,albertanemes@example.org,0726 564 329,BV,Brasov,Brasov,539824,0.274,0.556,0.321,0.495,0.507,1945-06-03
C-006472,Haralambie Stancu,amarin@example.net,0238 572 750,AB,Alba,Aiud,453038,0.341,0.597,0.301,0.423,0.454,1996-10-04
C-006473,Mălina Tudor,henrieta29@example.net,0252 250 538,SV,Suceava,Suceava,922563,0.352,0.495,0.36,0.419,0.415,1971-04-21
C-006474,Iustina Cristea,dumitrescujenel@example.net,0264 842 094,BZB,Bucuresti,Sector 1,233711,0.74,0.369,0.247,0.355,0.394,1951-01-14
C-006475,Raluca Gheorghiu,frusina04@example.org,0269 579 727,CT,Constanta,Medgidia,617857,0.383,0.262,0.67,0.626,0.39,1957-10-06
C-006476,Marinela Tudor,tdobre@example.org,0243 808 293,CV,Covasna,Targu Secuiesc,473575,0.317,0.586,0.321,0.401,0.478,2003-05-14
C-006477,Decebal Gheorghiu,puscasulucian@example.net,0751 290 321,BR,Braila,Braila,785247,0.442,0.391,0.483,0.424,0.386,1989-07-09
C-006478,Stela Diaconu,maximiliannita@example.net,0751 337 610,VL,Valcea,Ramnicu Valcea,772041,0.414,0.461,0.395,0.316,0.402,1975-08-14
C-006479,Constantin Pop,upopescu@example.com,0726 597 324,IS,Iasi,Pascani,594285,0.543,0.371,0.307,0.343,0.327,1973-03-30
C-006480,Viorica Tudor,walbu@example.org,0247 119 250,MM,Maramures,Baia Mare,955887,0.314,0.515,0.304,0.392,0.458,1993-09-03
C-006481,Haralambie Tudor,nistortheodor@example.org,0761 170 245,OT,Olt,Slatina,622238,0.416,0.396,0.362,0.41,0.321,1989-04-27
C-006482,Valeriu Dinu,dan46@example.net,0730 344 322,BN,Bistrita-Nasaud,Bistrita,411006,0.132,0.323,0.165,0.241,0.198,1955-09-03
C-006483,Costin Dobre,dumitrescuadina@example.org,0729 732 204,SM,Satu Mare,Satu Mare,318558,0.435,0.375,0.354,0.456,0.33,1965-04-20
C-006484,Aida Tomescu,aaneieufrosina@example.com,0257 444 622,TM,Timis,Timisoara,221394,0.489,0.423,0.255,0.443,0.335,1978-09-17
C-006485,Ghenadie Barbu,edinu@example.org,0265 334 772,AG,Arges,Curtea de Arges,764278,0.459,0.375,0.368,0.35,0.363,1991-03-02
C-006486,Narcisa Stan,fabianaflorea@example.com,0785 282 559,SV,Suceava,Radauti,868977,0.318,0.48,0.326,0.454,0.381,1985-10-18
C-006487,Marian Ionescu,vdobre@example.com,0763 965 598,CJ,Cluj,Turda,572649,0.426,0.439,0.273,0.364,0.38,1978-03-11
C-006488,Sorin Voinea,ggeorgescu@example.org,0233 087 106,BT,Botosani,Dorohoi,629803,0.343,0.458,0.365,0.437,0.341,1954-09-04
C-006489,Steliana Suciu,nistorotilia@example.org,0780 182 446,TM,Timis,Sannicolau Mare,191705,0.574,0.408,0.312,0.392,0.334,1990-07-13
C-006490,Nicolae Manole,adi56@example.net,0770 020 762,SB,Sibiu,Medias,429661,0.354,0.542,0.286,0.479,0.486,1963-09-21
C-006491,Clara Florea,stanesculavinia@example.org,0731 273 485,AB,Alba,Alba Iulia,943625,0.308,0.618,0.361,0.417,0.465,2000-10-21
C-006492,Pavel Tudor,sabrinaionita@example.org,0788 844 265,CT,Constanta,Constanta,716777,0.381,0.285,0.536,0.677,0.358,1990-09-04
C-006493,Nicolaie Toma,florinoprea@example.org,0766 754 941,GL,Galati,Tecuci,522507,0.369,0.394,0.522,0.485,0.331,1967-03-08
C-006494,Roza Gheorghiu,vdiaconu@example.net,0231 222 951,PH,Prahova,Sinaia,984878,0.568,0.433,0.311,0.31,0.369,1995-01-23
C-006495,Zamfir Stancu,yoprea@example.net,0240 165 508,BH,Bihor,Oradea,921772,0.406,0.438,0.288,0.348,0.397,1986-01-09
C-006496,Ruxandra Suciu,puscasulorena@example.com,0727 915 748,BH,Bihor,Salonta,841496,0.366,0.405,0.363,0.345,0.313,1996-01-27
C-006497,Bogdana Ioniță,btudor@example.net,0235 802 678,GJ,Gorj,Motru,884481,0.373,0.453,0.324,0.313,0.334,1954-06-29
C-006498,Minodora Stoica,suciudorli@example.com,0246 749 784,BZB,Bucuresti,Sector 4,664656,0.676,0.313,0.248,0.378,0.382,1975-10-21
C-006499,Henrieta Dobre,xbarbu@example.com,0239 562 499,BC,Bacau,Bacau,494751,0.495,0.435,0.429,0.357,0.366,1960-08-13
C-006500,Evanghelina Stănescu,zmanole@example.net,0739 204 301,CJ,Cluj,Cluj-Napoca,798670,0.561,0.453,0.301,0.365,0.385,1972-03-27
C-006501,Paulina Dima,maia75@example.net,0711 729 846,DJ,Dolj,Bailesti,446138,0.428,0.338,0.36,0.32,0.36,1987-05-31
C-006502,Gregorian Marin,bnistor@example.com,0232 575 997,TM,Timis,Sannicolau Mare,585376,0.446,0.353,0.301,0.394,0.326,1969-03-19
C-006503,Sandu Dobre,fvoinea@example.net,0748 194 054,DJ,Dolj,Craiova,262432,0.379,0.372,0.344,0.351,0.313,1978-10-06
C-006504,Barbu Mazilescu,stanescubernard@example.net,0747 935 805,IS,Iasi,Pascani,985932,0.535,0.41,0.279,0.413,0.345,1981-11-08
C-006505,Aura Oprea,leontin20@example.com,0262 260 244,BV,Brasov,Brasov,197928,0.312,0.521,0.4,0.443,0.445,1953-04-04
C-006506,Crenguța Popa,predailie@example.net,0785 274 368,BZB,Bucuresti,Sector 2,615776,0.585,0.289,0.208,0.398,0.399,2000-12-15
C-006507,Laurian Mocanu,opreaalbertina@example.org,0260 422 355,MM,Maramures,Sighetu Marmatiei,648179,0.323,0.608,0.323,0.377,0.443,1995-06-07
C-006508,Ofelia Ioniță,mocanumariuca@example.net,0737 106 208,PH,Prahova,Sinaia,261924,0.505,0.405,0.262,0.344,0.345,2004-10-21
C-006509,Floriana Aanei,tomescuaurelia@example.org,0262 125 886,BH,Bihor,Salonta,194728,0.407,0.444,0.337,0.361,0.402,1991-07-13
C-006510,Pompilia Suciu,ada22@example.com,0235 920 119,CT,Constanta,Medgidia,717731,0.406,0.217,0.546,0.684,0.343,1981-07-24
C-006511,Steluța Dobre,codruta72@example.net,0739 270 261,VL,Valcea,Dragasani,590618,0.433,0.438,0.392,0.354,0.331,1953-06-25
